Country,Gender,Age,Education,Profession,Work_status,Household_members,Income_level,Location_of_residence,Public_transport_service,Car_driving_license,Number_vehicles_in_household,Know_what_car_sharing_is,Would_subsribe_car_sharing_if_available,Most_frequent_trip_Walk,Most_frequent_trip_Bicycle,Most_frequent_trip_Car_as_Driver,Most_frequent_trip_Car_as_Passenger,Most_frequent_trip_Train,Most_frequent_trip_Underground_or_light_train,Most_frequent_trip_Tram,Most_frequent_trip_Bus,Most_frequent_trip_Motorcycle_or_moped,Destination_most_frequent_trip,Frequency_most_frequent_trip,Problem_most_frequent_trip_Congestion,Problem_most_frequent_trip_Parking,Problem_most_frequent_trip_Lack_of_bicycle_lanes,Problem_most_frequent_trip_Infrequent_public_transport,Problem_most_frequent_trip_Lack_of_public_transport_coverage,Problem_most_frequent_trip_none,Transfers_between_modes_during_frequent_trip,Frequent_trip_duration_in_minutes,Frequent_trip_distance,Concern_environmental_impacts,Preference_tolls_or_traffic_limitation,Considering_electric_or_hybrid_vehicle_next_purchase
4,1,3,1,3,1,2,0,3,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,2,2,3,0,0,1
10,0,3,3,0,0,2,3,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,0
20,0,1,2,3,1,4,3,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,8,1,1
19,1,1,3,10,1,3,2,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,2,1,10,0,1
25,1,2,3,7,1,3,3,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,7,1,0
1,1,2,2,3,1,4,3,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,3,9,2,1
1,0,4,2,8,1,2,4,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,3,8,2,1
1,0,1,3,7,1,2,3,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,3,8,2,1
1,0,1,2,0,0,3,2,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,7,1,0
12,0,2,3,10,1,3,3,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,8,1,0
19,1,4,0,3,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,2,2,6,0,0
16,0,2,3,10,1,4,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,2,9,0,1
21,1,4,3,12,1,4,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,7,1,1
14,1,4,3,9,1,3,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,4,6,0,1
11,0,3,2,2,1,1,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,2,5,1,0
16,0,1,2,6,0,7,2,0,1,1,5,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,4,5,9,0,0
5,1,3,2,3,1,2,2,1,3,1,1,0,0,1,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,2,3,1,1,0,0
13,1,2,2,10,1,2,3,1,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,3,2,0
19,0,1,3,6,0,5,3,3,3,1,2,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,1,1,2,1
26,0,3,2,10,1,2,3,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,9,2,1
21,0,1,2,10,1,1,3,3,2,0,0,1,0,1,1,0,1,0,0,1,1,0,1,2,0,1,1,0,0,0,1,3,2,7,2,0
12,0,4,3,10,1,2,4,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,1,9,2,1
22,1,1,3,0,0,3,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,9,2,1
14,0,2,3,10,1,4,3,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,3,8,1,1
14,1,3,2,12,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2,4,7,1,1
6,1,1,3,3,1,2,3,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,3,4,8,0,0
5,1,4,2,12,1,2,4,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,2,5,1,0
23,1,4,2,5,0,1,1,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,8,0,0
27,0,1,3,3,1,1,2,1,2,1,2,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10,0,1
13,0,3,3,0,0,1,3,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,3,9,2,1
22,0,3,3,10,1,3,3,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,2,5,1,1
26,1,3,3,7,1,4,4,0,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,10,2,1
19,1,2,2,11,1,3,3,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,8,2,1
14,1,3,3,2,1,5,3,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,2,4,5,0,0
13,0,4,3,9,1,3,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,1,3,10,1,1
8,1,4,2,11,1,4,3,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,6,7,1,1
25,0,3,2,7,1,3,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,8,1,1
25,0,1,2,6,0,7,3,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,8,1,1
19,0,2,3,3,1,4,4,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,0,2,1
21,1,3,3,13,1,4,3,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,3,6,5,1,1
18,1,2,3,10,1,1,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,2,5,0,0
17,1,3,2,2,1,4,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,8,0,0
4,0,1,3,3,1,2,3,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0
22,0,2,3,11,1,3,3,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,3,5,7,1,1
23,1,3,1,11,1,1,3,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,8,0,0
3,1,1,3,13,1,4,4,2,3,1,3,1,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,1,2,9,2,1
9,0,1,2,10,1,2,3,3,2,1,1,1,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,0,2,2,3,7,2,0
24,0,1,3,1,0,3,2,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,1
11,0,3,1,10,1,2,3,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,3,5,1,0
8,0,2,3,6,0,4,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,2,1,0
12,0,4,2,3,1,2,3,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0
15,1,1,1,0,0,4,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,2,9,1,1
15,0,1,3,3,1,4,3,2,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,5,1,0
18,0,4,2,1,0,2,2,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3,4,0,0
9,0,1,2,10,1,4,3,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,2,3,8,1,1
2,1,3,2,10,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,1
21,1,1,3,6,0,3,2,3,3,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,2,1,2,8,0,0
14,1,3,3,10,1,4,2,1,1,1,3,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,4,5,0,1
24,1,4,3,5,0,2,3,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,7,1,1
8,1,4,0,6,0,1,2,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,8,1,0
14,0,0,2,6,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,5,1,0
2,1,2,2,0,0,4,1,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,8,1,0
15,0,1,2,10,1,3,3,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,7,0,1
9,1,3,1,0,0,2,3,3,3,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3,3,8,1,1
8,1,3,3,9,1,4,3,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,2,0,0,0
26,1,4,1,4,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,8,0,1
10,0,2,2,0,0,3,2,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2,4,8,1,0
9,1,1,2,10,1,2,3,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,2,3,4,0,1
3,1,1,3,3,1,4,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,1,3,0,0
5,1,1,3,6,0,2,3,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,8,1,1
19,1,2,3,10,1,4,4,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,1,2,2,5,8,2,1
1,1,0,3,6,0,4,3,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,7,0,0
4,1,3,1,7,1,3,2,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,3,9,1,1
8,1,3,2,11,1,1,4,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,2,5,7,0,0
8,1,0,0,6,0,3,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,0,2,0
11,1,0,2,6,0,4,3,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,2,2,7,0,0
1,0,1,3,10,1,3,3,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,7,0,0
6,1,2,2,11,1,4,4,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,6,2,0,1
13,0,4,3,3,1,1,3,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,7,0,1
3,1,2,3,3,1,3,3,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,2,5,0,0
2,1,3,1,11,1,4,3,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,6,10,1,1
18,0,2,2,1,0,5,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,4,1,0
12,1,4,3,10,1,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10,2,0
7,0,2,3,10,1,3,3,2,3,1,2,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,4,3,5,8,2,1
11,0,1,3,9,1,3,3,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,4,5,2,0
24,0,4,3,10,1,1,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,3,5,7,0,1
9,1,2,3,0,0,3,3,1,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,8,1,1
22,1,2,3,3,1,2,3,3,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,9,1,1
18,1,3,3,11,1,2,4,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,3,8,0,1
23,1,1,2,4,1,5,3,0,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,3,2,0,0
19,0,2,2,10,1,2,1,2,3,1,1,1,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,8,2,1
12,1,3,2,3,1,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,2,8,1,1
1,0,1,2,10,1,2,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,3,5,9,2,1
26,1,3,2,12,1,2,4,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,2,10,1,1
24,0,3,2,10,1,1,3,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,1,7,0,0
2,0,3,2,1,0,5,2,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,6,1,0
27,0,1,3,11,1,4,4,0,1,1,8,1,0,1,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,2,3,5,7,1,0
13,1,2,3,3,1,3,3,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,3,3,1,0
3,0,4,2,0,0,2,2,3,3,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,2,1,9,0,1
25,1,1,0,0,0,7,3,0,2,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,4,3,4,0,0
16,1,3,2,11,1,1,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,1,3,7,0,0
13,0,2,3,10,1,2,3,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,4,8,0,0
23,1,4,1,3,1,2,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,8,0,1
23,0,1,2,13,1,2,5,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,7,2,0
16,0,4,1,5,0,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,3,5,2,0
8,1,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,6,0,0
10,0,1,2,0,0,2,3,3,3,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,8,1,1
11,1,2,2,0,0,1,2,3,3,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,7,1,1
6,1,1,3,12,1,1,4,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,2,0,1,1,0,0,0,3,4,5,8,1,1
17,0,4,3,0,0,2,3,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,6,8,1,1
23,0,4,1,5,0,2,3,2,3,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,3,3,4,8,2,0
24,1,1,3,11,1,1,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,2,4,4,1,1
22,1,2,3,7,1,3,3,2,2,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,9,1,1
14,1,2,3,11,1,2,3,2,3,1,2,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,2,3,0,1
5,1,3,2,3,1,2,3,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,3,6,7,1,0
3,1,1,2,6,0,7,2,0,2,1,2,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,3,4,5,0,0
27,1,3,3,11,1,2,3,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,5,8,0,0
28,1,1,3,9,1,1,3,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,6,2,1,1
15,1,4,2,11,1,2,3,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,4,5,1,0
27,1,2,3,10,1,2,3,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,10,1,1
7,0,1,1,0,0,3,3,3,3,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,2,3,2,7,1,1
21,1,3,3,10,1,3,3,2,3,1,2,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,5,5,2,1
12,1,3,2,3,1,4,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,3,2,8,2,1
8,0,4,2,5,0,3,3,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,2,7,0,0
14,0,3,3,9,1,2,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,5,7,0,0
14,1,1,3,12,1,3,3,1,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,1,8,1,1
6,0,1,2,3,1,2,3,2,3,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,3,1,0
13,0,3,3,10,1,3,2,2,3,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,3,4,1,1
25,1,0,0,0,0,4,0,1,3,1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0
24,0,1,3,3,1,1,3,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0
19,0,4,1,4,1,2,3,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,7,2,1
28,1,1,3,6,0,5,2,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,2,5,0,1
7,0,1,2,0,0,2,2,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,3,3,9,1,1
25,1,2,2,3,1,4,3,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,4,5,1,1
17,1,3,3,2,1,3,4,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,8,2,1
7,0,3,2,12,1,4,4,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,1
22,0,2,3,0,0,1,3,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,3,2,1
13,0,1,3,10,1,4,4,1,2,1,4,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,2,1,2,8,1,1
13,1,2,3,11,1,3,3,3,2,1,2,1,0,0,0,1,0,1,1,0,0,0,1,2,0,1,0,1,0,0,2,2,3,8,1,1
27,0,2,3,10,1,3,4,0,3,1,2,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,4,8,1,0
12,1,3,2,3,1,5,3,0,2,0,4,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,5,5,1,1
16,1,4,2,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,3,2,0,0
10,0,1,2,6,0,2,2,1,3,1,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,3,1,0
10,1,4,2,2,1,3,2,2,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,3,1,0,1
10,1,4,1,0,0,2,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,5,4,0,0
18,1,3,2,3,1,5,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,6,6,0,1
2,1,3,2,12,1,2,3,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,6,3,0,0
19,0,4,1,3,1,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0
11,1,2,3,10,1,3,3,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,5,7,0,0
7,0,3,3,10,1,3,1,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,1,1,0,1,2,2,9,2,1
3,0,4,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,8,0,1
5,1,2,3,4,1,1,3,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,8,0,1
24,1,3,3,11,1,2,4,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,5,10,0,1
7,0,2,2,0,0,4,3,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,5,1,1
20,0,2,3,12,1,4,3,3,3,1,1,0,1,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,2,2,2,8,1,0
6,0,1,1,10,1,2,4,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,4,0,0,1
27,1,3,3,8,1,7,5,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,4,8,1,0
14,1,4,3,3,1,5,3,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,3,3,5,0,1
10,0,1,3,10,1,2,2,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,10,2,0
11,0,1,3,6,0,3,4,0,1,1,3,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,0,1,3,5,8,0,0
24,1,1,3,8,1,5,5,3,3,1,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,3,2,10,2,1
7,1,4,2,10,1,4,3,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,9,1,1
7,0,1,2,3,1,5,3,1,3,1,2,0,1,1,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,2,1,2,7,1,1
5,0,4,2,10,1,2,4,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0
24,0,4,3,8,1,1,4,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,3,6,0,0
21,1,4,3,3,1,2,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,3,10,1,0
7,1,3,0,0,0,1,1,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,2,10,0,1
10,1,1,2,3,1,2,4,2,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,2,2,0,0
16,1,4,3,12,1,5,0,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,5,10,0,1
20,0,2,2,3,1,3,3,1,1,1,3,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,2,9,2,1
4,1,2,2,4,1,4,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,9,0,1
12,0,1,3,13,1,3,4,3,3,1,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,3,10,1,1
19,1,0,2,6,0,3,3,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0
23,0,1,2,3,1,4,4,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,4,9,2,1
7,1,3,2,0,0,4,1,1,3,1,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,2,6,0,1
26,0,4,1,1,0,1,4,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,10,2,0
14,1,1,3,10,1,4,3,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,3,3,9,0,1
23,0,1,1,10,1,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,2,4,0,0,0
13,1,1,3,11,1,4,3,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,3,6,10,1,1
8,0,4,3,11,1,2,4,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,3,5,0,1
4,0,2,3,1,0,3,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,2,8,0,0
19,1,4,0,4,1,3,1,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,7,0,1
