9000 22
1,09 2,01 4,103.08 5,103.12 6,103.04 7,103.09 8,2.255500059 9,-0.009700262 10,0.077639752 11,103.08 21,103.08 22,103.08
1,09 2,01 3,1 4,103.09 5,103.27 6,103.09 7,103.23 8,7.766000278 9,-0.13561949 10,0.174604714 11,103.18 12,0.097012029 18,3.896512073 19,0.070710678 20,0.070710678 21,103.13 22,103.13
1,09 2,01 3,2 4,103.24 5,103.25 6,103.19 7,103.24 8,8.979500319 10,0.058145169 11,103.22 12,0.038767203 13,0.135816841 17,0.097012029 18,3.583535836 19,0.072111026 20,0.072111026 21,103.16 22,103.16
1,09 2,01 3,3 4,103.24 5,103.27 6,103.16 7,103.16 8,2.905000088 9,0.077549438 10,0.106630477 11,103.215 12,-0.004844022 13,0.033921303 14,0.13096624 17,0.038767203 18,3.214588057 19,0.021794495 20,0.064983972 21,103.17375 22,103.17375
1,09 2,01 3,4 4,103.16 5,103.16 6,103.15 7,103.15 8,1.025000026 9,0.009694619 10,0.009694619 11,103.155 12,-0.058131086 13,-0.062972292 14,-0.024229502 15,0.072759022 17,-0.004844022 18,4.157483779 19,0.036170891 20,0.056899033 21,103.17 22,103.17
1,09 2,01 3,5 4,103.16 5,103.22 6,103.14 7,103.21 8,3.190500101 9,-0.048444918 10,0.077564475 11,103.18 12,0.024235374 13,-0.0339098 14,-0.03875218 16,0.097012029 17,-0.058131086 18,1.176527452 19,0.030138569 20,0.027156951 21,103.19 22,103.1716667
1,11 2,27 3,5 4,45.37 5,45.38 6,45.26 7,45.3 8,0.006921 9,0.154525386 10,0.265134777 11,45.32 12,-0.033087019 13,-0.165216434 14,-0.242130751 15,-0.406548731 16,-0.121212121 17,-0.132173147 18,0.001544334 19,0.03968627 20,0.075049983 21,45.397 22,45.40025
1,11 2,27 3,6 4,45.3 5,45.34 6,45.11 7,45.15 8,0.012255 9,0.332225914 10,0.509864775 11,45.225 12,-0.209620477 13,-0.242638138 14,-0.374490583 15,-0.451243672 16,-0.615316998 17,-0.033087019 18,0.004258821 19,0.059651767 20,0.078692439 21,45.341 22,45.373
1,11 2,27 3,7 4,45.16 5,45.17 6,45.01 7,45.08 8,0.048227001 9,0.177462289 10,0.355476561 11,45.09 12,-0.298507463 13,-0.507502207 14,-0.540421308 15,-0.671880163 16,-0.748404138 17,-0.209620477 18,0.022467095 19,0.115578256 20,0.119090302 21,45.273 22,45.33875
1,11 2,27 3,8 4,45.062 5,45.21 6,44.868 7,45.14 8,0.105027003 9,-0.172795747 10,0.762235892 11,45.039 12,-0.113107119 13,-0.411276949 14,-0.620035305 15,-0.652917172 16,-0.784227338 17,-0.298507463 18,0.046774048 19,0.096109313 20,0.133467974 21,45.2018 22,45.29515
1,11 2,27 3,9 4,45.15 5,45.2 6,44.805 7,44.87 8,0.087395002 9,0.624024961 10,0.881598036 11,45.0025 12,-0.081040876 13,-0.194056332 14,-0.491984522 15,-0.700573698 16,-0.733428918 17,-0.113107119 18,0.029072495 19,0.043949782 20,0.133343354 21,45.1353 22,45.27165
1,11 2,27 3,10 4,44.88 5,45.01 6,44.765 7,44.99 8,0.069625002 9,-0.244498778 10,0.54730258 11,44.8875 12,-0.255541359 13,-0.336375142 14,-0.449101796 15,-0.746268657 16,-0.954324801 17,-0.081040876 18,0.017701045 19,0.079066955 20,0.123492206 21,45.0488 22,45.2229
1,11 2,27 3,11 4,44.99 5,45.21 6,44.907 7,45.14 8,0.080738002 9,-0.332299513 10,0.674727771 11,45.0585 12,0.380952381 13,0.124437531 14,0.04329581 15,-0.069860279 16,-0.368159204 17,-0.255541359 18,0.008977633 19,0.087179891 20,0.078269566 21,45.0155 22,45.17825
1,11 2,27 3,12 4,45.14 5,45.47 6,45.033 7,45.4 8,0.097475003 9,-0.572687225 10,0.970399485 11,45.2515 12,0.428332057 13,0.810916179 14,0.553302594 15,0.471813317 16,0.358172544 17,0.380952381 18,0.014019323 19,0.182110772 20,0.131751471 21,45.0478 22,45.1604
1,11 2,27 3,13 4,45.4 5,45.5 6,45.156 7,45.18 8,0.124162003 9,0.486941124 10,0.761803526 11,45.328 12,0.169055169 13,0.598111344 14,0.981342245 15,0.72329315 16,0.641666112 17,0.428332057 18,0.021901168 19,0.138883344 20,0.181082992 21,45.1056 22,45.1537
1,11 2,27 3,14 4,45.19 5,45.48 6,45.095 7,45.13 8,0.176489004 9,0.132949258 10,0.853753188 11,45.2875 12,-0.089348747 13,0.079555374 14,0.508228192 15,0.891116681 16,0.63329815 17,0.169055169 18,0.040194368 19,0.038272052 20,0.185322152 21,45.1626 22,45.14895
1,11 2,27 3,15 4,45.14 5,45.26 6,44.908 7,44.96 8,0.165853004 9,0.400355872 10,0.783824708 11,45.084 12,-0.449351366 13,-0.538298623 14,-0.370153476 15,0.056593096 16,0.437761069 17,-0.089348747 18,0.027656763 19,0.13075964 20,0.122630237 21,45.2019 22,45.12535
1,11 2,27 3,16 4,44.95 5,45.12 6,44.825 7,44.91 8,0.137843004 9,0.089067023 10,0.658114891 11,44.9725 12,-0.247316121 13,-0.695556169 14,-0.784283445 15,-0.616554147 16,-0.190862989 17,-0.449351366 18,0.019963291 19,0.159723459 20,0.150610674 21,45.1847 22,45.1001
1,11 2,27 3,17 4,44.9 5,45.02 6,44.815 7,45 8,0.057957002 9,-0.222222222 10,0.457436126 11,44.9175 12,-0.122296959 13,-0.36931062 14,-0.817002484 15,-0.90562125 16,-0.73809708 17,-0.247316121 18,0.055987917 19,0.084832678 20,0.183954274 21,45.1179 22,45.08285
1,11 2,27 3,18 4,44.99 5,45 6,44.756 7,44.781 8,0.018959 9,0.466715795 10,0.5451783 11,44.878 12,-0.087938999 13,-0.210128412 14,-0.456924851 15,-0.90422302 16,-0.992763855 17,-0.122296959 18,0.060602563 19,0.047461388 20,0.164519528 21,45.0279 22,45.06675
1,11 2,30 3,1 4,44.86 5,44.86 6,44.77 7,44.79 8,0.003498 9,0.156284885 10,0.201027474 11,44.815 12,-0.140380587 13,-0.228196137 14,-0.35021402 15,-0.596664005 16,-1.043334253 17,-0.087938999 18,0.028064418 19,0.051697034 20,0.101918718 21,44.9334 22,45.048
1,11 2,30 3,2 4,44.77 5,44.82 6,44.76 7,44.79 8,0.003294 9,-0.044652824 10,0.134048257 11,44.79 12,-0.055784893 13,-0.19608717 14,-0.283853732 15,-0.405803547 16,-0.65211605 17,-0.140380587 18,0.008985881 19,0.045346812 20,0.074407157 21,44.8746 22,45.03825
1,11 2,30 3,3 4,44.79 5,44.82 6,44.725 7,44.725 8,0.0038 9,0.145332588 10,0.212409167 11,44.7725 12,-0.039071221 13,-0.094834319 14,-0.235081777 15,-0.322814048 16,-0.444716215 17,-0.055784893 18,0.000254577 19,0.021360009 20,0.061208047 21,44.8346 22,45.00965
1,11 2,30 3,4 4,44.75 5,44.77 6,44.696 7,44.72 8,0.003101 9,0.067084079 10,0.165562914 11,44.733 12,-0.088223798 13,-0.127260549 14,-0.182974451 15,-0.323098177 16,-0.410753047 17,-0.039071221 18,0.000360991 19,0.02919903 20,0.053916139 21,44.7977 22,44.9578
1,11 2,30 3,5 4,44.71 5,44.77 6,44.705 7,44.735 8,0.002155 9,-0.055884654 10,0.145397607 11,44.7375 12,0.010059687 13,-0.078172986 14,-0.117213664 15,-0.17293317 16,-0.313070992 17,-0.088223798 18,0.000825585 19,0.021623675 20,0.034841426 21,44.7696 22,44.89875
1,11 2,30 3,6 4,44.715 5,44.75 6,44.625 7,44.625 8,0.005775 9,0.201680672 10,0.280112045 11,44.6875 12,-0.111763062 13,-0.101714618 14,-0.189848679 15,-0.228845724 16,-0.284502957 17,0.010059687 18,0.00187748 19,0.02766014 20,0.039634896 21,44.7441 22,44.83875
1,11 2,30 3,7 4,44.63 5,44.73 6,44.545 7,44.63 8,0.064995001 10,0.41531036 11,44.6375 12,-0.111888112 13,-0.223526125 14,-0.213488923 15,-0.301524373 16,-0.340477785 17,-0.111763062 18,0.035282145 19,0.05 20,0.052175665 21,44.7136 22,44.7941
1,11 2,30 3,8 4,44.62 5,44.7 6,44.515 7,44.64 8,0.102174002 9,-0.044802867 10,0.41559025 11,44.6075 12,-0.067208065 13,-0.179020979 14,-0.290583962 15,-0.280553506 16,-0.368529789 17,-0.111888112 18,0.048617648 19,0.040414519 20,0.05751565 21,44.6806 22,44.7576
1,11 2,30 3,9 4,44.65 5,44.78 6,44.625 7,44.769 8,0.085219002 9,-0.26580893 10,0.347338936 11,44.7025 12,0.212968671 13,0.145617474 14,0.033566434 15,-0.078234144 16,-0.068182326 17,-0.067208065 18,0.018613437 19,0.048562674 20,0.051913389 21,44.6745 22,44.7361
1,11 2,30 3,10 4,44.78 5,45.52 6,44.735 7,45.49 8,0.123654002 9,-1.56078259 10,1.754778138 11,45.1275 12,0.950729825 13,1.165723253 14,1.097731728 15,0.984615385 16,0.871751886 17,0.212968671 18,0.019261844 19,0.27690251 20,0.213072758 21,44.7525 22,44.76105
1,11 2,30 3,11 4,45.457 5,45.64 6,45.205 7,45.28 8,0.113020002 9,0.39090106 10,0.962282933 11,45.4225 12,0.653703396 13,1.610648174 14,1.827047021 15,1.758611033 16,1.644755245 17,0.950729825 18,0.019846187 19,0.361950733 20,0.359940967 21,44.8995 22,44.8218
1,11 2,30 3,12 4,45.28 5,45.42 6,45.076 7,45.125 8,0.106355002 9,0.343490305 10,0.763155559 11,45.248 12,-0.38417084 13,0.267021218 14,1.220289693 15,1.435857199 16,1.367684122 17,0.653703396 18,0.008725056 19,0.148321441 20,0.352312432 21,45.0216 22,44.8676
1,11 2,30 3,13 4,45.15 5,45.46 6,45.15 7,45.445 8,0.166637003 9,-0.649136319 10,0.686600221 11,45.305 12,0.125972419 13,-0.258682371 14,0.393330009 15,1.34779934 16,1.563638402 17,-0.38417084 18,0.033048259 19,0.088980803 20,0.277503018 21,45.1611 22,44.92085
1,11 2,30 3,14 4,45.45 5,45.55 6,45.235 7,45.39 8,0.191105004 9,0.132187707 10,0.696363435 11,45.3925 12,0.193135416 13,0.319351132 14,-0.066046563 15,0.587225084 16,1.543537833 17,0.125972419 18,0.043617973 19,0.072784499 20,0.118367753 21,45.2991 22,44.9868
1,11 2,30 3,15 4,45.39 5,45.72 6,45.325 7,45.42 8,0.177239003 9,-0.066050198 10,0.871483729 11,45.5225 12,0.286390924 13,0.480079461 14,0.606656648 15,0.220155209 16,0.875297767 17,0.193135416 18,0.012270231 19,0.109439862 20,0.106418631 21,45.3781 22,45.0653
1,11 2,30 3,16 4,45.42 5,45.66 6,45.125 7,45.262 8,0.175206003 9,0.349078697 10,1.185595568 11,45.3925 12,-0.285573068 14,0.193135416 15,0.319351132 16,-0.066046563 17,0.286390924 18,0.008652334 19,0.075055535 20,0.104110158 21,45.3721 22,45.1358
1,11 2,30 3,17 4,45.28 5,45.33 6,44.575 7,44.585 8,0.162724003 9,1.558820231 10,1.693774537 11,44.9525 12,-0.969323126 13,-1.252128069 14,-0.969323126 15,-0.778059817 16,-0.653067539 17,-0.285573068 18,0.007859375 19,0.298719489 20,0.215960066 21,45.313 22,45.1673
1,11 2,30 3,18 4,44.585 5,44.75 6,44.559 7,44.585 8,0.148593003 10,0.428645167 11,44.6545 12,-0.662921973 13,-1.625819243 14,-1.90674941 15,-1.625819243 16,-1.435823861 17,-0.969323126 18,0.013315012 19,0.371269893 20,0.365883588 21,45.1829 22,45.172
1,11 2,30 3,19 4,44.61 5,44.82 6,44.435 7,44.445 8,0.186853004 9,0.371245359 10,0.866434117 11,44.6275 12,-0.060464231 13,-0.722985373 14,-1.685300435 15,-1.966060739 16,-1.685300435 17,-0.662921973 18,0.019346497 19,0.180350585 20,0.413211568 21,45.0299 22,45.1645
1,11 2,30 3,20 4,44.46 5,44.54 6,44.395 7,44.505 8,0.058802002 9,-0.101112235 10,0.326613357 11,44.4675 12,-0.358523332 13,-0.418770785 14,-1.078916634 15,-2.037781572 16,-2.317535285 17,-0.060464231 18,0.065730904 19,0.101075879 20,0.365379666 21,44.8189 22,45.0985
1,11 2,30 3,21 4,44.49 5,44.55 6,44.445 7,44.505 8,0.013045 9,-0.033704078 10,0.236247047 11,44.4975 12,0.067465003 13,-0.291300207 14,-0.351588306 15,-1.012179523 16,-1.971691359 17,-0.358523332 18,0.090092531 19,0.085049005 20,0.192409199 21,44.6399 22,45.006
1,11 2,30 3,22 4,44.53 5,44.54 6,44.46 7,44.465 8,0.004626 9,0.146182391 10,0.179937022 11,44.5 12,0.005618293 13,0.073087086 14,-0.28569828 15,-0.345989766 16,-1.006618097 17,0.067465003 18,0.029153679 19,0.018085445 20,0.085128139 21,44.5494 22,44.9312
1,11 2,30 3,23 4,44.48 5,44.48 6,44.48 7,44.48 8,5.7E-05 11,44.48 12,-0.04494382 13,-0.039328052 14,0.028110418 15,-0.330513697 16,-0.390778085 17,0.005618293 18,0.006588418 19,0.010897247 20,0.064551336 21,44.5145 22,44.8487
1,12 2,01 3,1 4,44.62 5,44.64 6,44.455 7,44.585 8,0.00848 9,0.078501738 10,0.416151164 11,44.5475 12,0.151753597 13,0.106741573 14,0.112365863 15,0.179906673 16,-0.179261666 17,-0.04494382 18,0.004216555 19,0.034671073 20,0.030444622 21,44.4985 22,44.7642
1,12 2,01 3,2 4,44.61 5,44.76 6,44.585 7,44.73 8,0.011374 9,-0.268276325 10,0.392508691 11,44.6725 12,0.28059936 13,0.432778777 14,0.387640449 15,0.393280521 16,0.461010851 17,0.151753597 18,0.005879295 19,0.097670791 20,0.078449825 21,44.5395 22,44.6792
1,12 2,01 3,3 4,44.73 5,44.76 6,44.695 7,44.715 8,0.00255 9,0.03354579 10,0.145430138 11,44.7275 12,0.123118249 13,0.404063079 14,0.556429856 15,0.511235955 16,0.516882971 17,0.28059936 18,0.004498205 19,0.092240627 20,0.109107172 21,44.5855 22,44.6127
1,12 2,01 3,4 4,44.74 5,44.78 6,44.705 7,44.725 8,0.006681 9,0.03353829 10,0.167766469 11,44.7425 12,0.033536415 13,0.156695954 14,0.437735002 15,0.590152878 16,0.54494382 17,0.123118249 18,0.004414982 19,0.036855574 20,0.115320206 21,44.634 22,44.5917
1,12 2,01 3,5 4,44.74 5,44.81 6,44.705 7,44.81 8,0.006414 9,-0.156215131 10,0.234873057 11,44.7575 12,0.033525172 13,0.06707283 14,0.190273658 15,0.471406925 16,0.623875899 17,0.033536415 18,0.002311816 19,0.015 20,0.085630018 21,44.6895 22,44.602
1,12 2,01 3,6 4,44.8 5,44.86 6,44.765 7,44.765 8,0.010977 9,0.078186083 10,0.212219368 11,44.8125 12,0.122884433 13,0.156450802 14,0.190039685 15,0.313391908 16,0.594870644 17,0.033525172 18,0.002560855 19,0.036855574 20,0.050621142 21,44.7425 22,44.6205
1,12 2,01 3,7 4,44.755 5,44.96 6,44.755 7,44.925 8,0.036761 9,-0.378408459 10,0.45804938 11,44.8575 12,0.10041841 13,0.223426241 14,0.257026317 15,0.29064893 16,0.414125021 17,0.122884433 18,0.016363455 19,0.050083264 20,0.054152562 21,44.7795 22,44.6595
1,12 2,01 3,8 4,44.94 5,44.95 6,44.565 7,44.8 8,0.127826001 9,0.3125 10,0.863906653 11,44.7575 12,-0.222928161 13,-0.122733612 15,0.033525172 16,0.06707283 17,0.10041841 18,0.061388568 19,0.050083264 20,0.048295963 21,44.7855 22,44.6855
1,12 2,01 3,9 4,44.775 5,45.14 6,44.715 7,44.725 8,0.134666001 9,0.111794298 10,0.95046405 11,44.9275 12,0.37982461 13,0.156049713 14,0.256624826 15,0.37982461 16,0.413477119 17,-0.222928161 18,0.054658042 19,0.085440037 20,0.072111026 21,44.8225 22,44.72825
1,12 2,01 3,10 4,44.725 5,44.8 6,44.355 7,44.62 8,0.119418001 9,0.235320484 10,1.003269079 11,44.5775 12,-0.779032886 13,-0.402167235 14,-0.624198852 15,-0.524407252 16,-0.402167235 17,0.37982461 18,0.007637425 19,0.175023808 20,0.132400906 21,44.7865 22,44.738
1,12 2,01 3,11 4,44.605 5,44.86 6,44.555 7,44.615 8,0.107667 9,-0.022413986 10,0.684547189 11,44.7075 12,0.291626942 13,-0.489677814 14,-0.111713121 15,-0.334392242 16,-0.234309623 17,-0.779032886 18,0.013537193 19,0.17691806 20,0.135535973 21,44.7655 22,44.754
1,12 2,01 3,12 4,44.615 5,44.69 6,44.505 7,44.535 8,0.098453001 9,0.179633996 10,0.415683631 11,44.5975 12,-0.246043729 13,0.044865683 14,-0.734516721 15,-0.357481986 16,-0.57961322 17,0.291626942 18,0.010508053 19,0.07 20,0.141173652 21,44.7135 22,44.7465
1,12 2,01 3,13 4,44.525 5,44.61 6,43.995 7,44.035 8,0.139523001 9,1.112751221 10,1.397886123 11,44.3025 12,-0.661472056 13,-0.905888274 14,-0.616903146 15,-1.391130154 16,-1.016589398 17,-0.246043729 18,0.021550125 19,0.209423813 20,0.226550215 21,44.6225 22,44.704
1,12 2,01 3,14 4,44.06 5,44.86 6,43.985 7,44.738 8,0.243193002 9,-1.515490187 10,1.989314539 11,44.4225 12,0.270865075 13,-0.392398677 14,-0.637476933 15,-0.347709046 16,-1.124033165 17,-0.661472056 18,0.074592093 19,0.148352059 20,0.159114738 21,44.5215 22,44.672
1,12 2,01 3,15 4,44.745 5,44.81 6,44.085 7,44.125 8,0.235884002 9,1.40509915 10,1.644550301 11,44.4475 12,0.056277787 13,0.327295299 14,-0.336341723 15,-0.581557904 16,-0.291626942 17,0.270865075 18,0.057859504 19,0.07751344 20,0.15829561 21,44.4955 22,44.641
1,12 2,01 3,16 4,44.145 5,44.61 6,44.119 7,44.477 8,0.202378002 9,-0.746453223 10,1.112899204 11,44.3645 12,-0.186737162 13,-0.130564466 14,0.139946956 15,-0.52245081 16,-0.767209081 17,0.056277787 18,0.021763646 19,0.042579338 20,0.110586166 21,44.4269 22,44.5962
1,12 2,01 3,17 4,44.49 5,44.53 6,44.205 7,44.265 8,0.152241002 9,0.50830227 10,0.735210949 11,44.3675 12,0.006762163 13,-0.179987626 14,-0.123811132 15,0.146718582 16,-0.515723976 17,-0.186737162 18,0.042096165 19,0.04707795 20,0.056482741 21,44.3809 22,44.5472
1,12 2,01 3,18 4,44.28 5,44.41 6,44.095 7,44.3 8,0.184353002 9,-0.045146727 10,0.714366708 11,44.2525 12,-0.259198738 13,-0.252454102 14,-0.438719838 15,-0.382688953 16,-0.112860448 17,0.006762163 18,0.025396194 19,0.065546421 20,0.075168477 21,44.3709 22,44.4967
1,12 2,01 3,19 4,44.269 5,44.76 6,44.099 7,44.2 8,0.199604001 9,0.156108597 10,1.498900202 11,44.4295 12,0.399977402 13,0.139741928 14,0.146513541 15,-0.040497216 16,0.01575778 17,-0.259198738 18,0.024176529 19,0.089812768 20,0.076424473 21,44.3723 22,44.4469
1,12 2,01 3,20 4,44.19 5,44.3 6,44.095 7,44.295 8,0.056465 9,-0.237047071 10,0.464905318 11,44.1975 12,-0.522175582 13,-0.124286763 14,-0.383163352 15,-0.376427098 16,-0.562461331 17,0.399977402 18,0.078609486 19,0.121228435 20,0.094555275 21,44.3223 22,44.4089
1,12 2,01 3,21 4,44.265 5,44.41 6,44.175 7,44.25 8,0.023743 9,0.033898305 10,0.531975099 11,44.2925 12,0.214944284 13,-0.308353684 14,0.090390373 15,-0.169042655 16,-0.162291923 17,-0.522175582 18,0.093529492 19,0.1166319 20,0.091969017 21,44.3079 22,44.3674
1,12 2,01 3,22 4,44.26 5,44.26 6,44.225 7,44.25 8,0.001303 9,0.02259887 10,0.079140757 11,44.2425 12,-0.112885929 13,0.101815714 14,-0.420891525 15,-0.022597593 16,-0.281737758 17,0.214944284 18,0.027740251 19,0.047521925 20,0.088647053 21,44.2829 22,44.3319
1,12 2,01 3,23 4,44.2 5,44.2 6,44.2 7,44.2 8,6.6E-05 11,44.2 12,-0.096061479 13,-0.208838968 14,0.005656429 15,-0.516548689 16,-0.118637365 17,-0.112885929 18,0.013327191 19,0.046300648 20,0.095955979 21,44.2724 22,44.32165
1,12 2,02 3,1 4,44.29 5,44.31 6,44.175 7,44.245 8,0.013 9,0.101706408 10,0.305602716 11,44.2425 12,0.096153846 14,-0.112885929 15,0.101815714 16,-0.420891525 17,-0.096061479 18,0.007137207 19,0.024537386 20,0.038890873 21,44.235 22,44.30365
1,12 2,02 3,2 4,44.235 5,44.3 6,44.205 7,44.265 8,0.005504 9,-0.067773636 10,0.214907816 11,44.2525 12,0.022602701 13,0.118778281 14,0.022602701 15,-0.090308743 16,0.124441428 17,0.096153846 18,0.006494231 19,0.027876214 20,0.032958307 21,44.246 22,44.28415
1,12 2,02 3,3 4,44.27 5,44.3 6,44.245 7,44.28 8,0.003362 9,-0.022583559 10,0.124307831 11,44.2725 12,0.045195187 13,0.067808103 14,0.164027149 15,0.067808103 16,-0.045154372 17,0.022602701 18,0.005060784 19,0.015275252 20,0.026481125 21,44.242 22,44.27495
1,12 2,02 3,4 4,44.265 5,44.28 6,44.185 7,44.185 8,0.007023 9,0.18105692 10,0.215005092 11,44.2325 12,-0.09034954 13,-0.045195187 14,-0.022602701 15,0.073529412 16,-0.022602701 17,0.045195187 18,0.001839314 19,0.02 20,0.026809513 21,44.24 22,44.26145
1,12 2,02 3,5 4,44.21 5,44.29 6,44.185 7,44.265 8,0.005819 9,-0.124251666 10,0.237637207 11,44.2375 12,0.011303905 13,-0.079055847 14,-0.03389639 15,-0.011301351 16,0.084841629 17,-0.09034954 18,0.001865895 19,0.021794495 20,0.015811388 21,44.2475 22,44.25995
1,12 2,02 3,6 4,44.28 5,44.28 6,44.135 7,44.18 8,0.008006 9,0.226346763 10,0.328537442 11,44.2075 12,-0.067815767 13,-0.056519527 14,-0.146818002 15,-0.10168917 16,-0.079109454 17,0.011303905 18,0.001095359 19,0.016072751 20,0.024135037 21,44.2405 22,44.23775
1,12 2,02 3,7 4,44.2 5,44.31 6,44.115 7,44.275 8,0.060567 9,-0.169395822 10,0.442026522 11,44.2125 12,0.011310298 13,-0.056513139 14,-0.045215622 15,-0.13552431 16,-0.090390373 17,-0.067815767 18,0.030996734 19,0.016072751 20,0.025739075 21,44.2325 22,44.23925
1,12 2,02 3,8 4,44.275 5,44.4 6,44.095 7,44.18 8,0.115013001 9,0.215029425 10,0.6916884 11,44.2475 12,0.079163133 13,0.090482384 14,0.022605256 15,0.033911716 16,-0.056468462 17,0.011310298 18,0.053506268 19,0.021794495 20,0.016955825 21,44.2275 22,44.23475
1,12 2,02 3,9 4,44.18 5,44.18 6,43.765 7,43.875 8,0.105624001 9,0.695156695 10,0.948246316 11,43.9725 12,-0.62150404 13,-0.542832909 14,-0.531584007 15,-0.599039277 16,-0.587803086 17,0.079163133 18,0.029105136 19,0.149694133 20,0.114706146 21,44.1755 22,44.20775
1,12 2,02 3,10 4,43.865 5,43.96 6,43.705 7,43.835 8,0.093267001 9,0.068438462 10,0.58345727 11,43.8325 12,-0.318380806 13,-0.937906096 14,-0.85948544 15,-0.848272352 16,-0.915512857 17,-0.62150404 18,0.010906705 19,0.211127923 20,0.182777187 21,44.0945 22,44.171
1,12 2,02 3,11 4,43.835 5,43.94 6,43.735 7,43.875 8,0.072458001 9,-0.091168091 10,0.468732137 11,43.8375 12,0.011407061 13,-0.307010063 14,-0.926606023 15,-0.848176421 16,-0.836962054 17,-0.318380806 18,0.016761531 19,0.079425017 20,0.199706034 21,44.0205 22,44.1305
1,12 2,02 3,12 4,43.9 5,43.93 6,43.805 7,43.93 8,0.071098001 9,-0.068290462 10,0.285355553 11,43.8675 12,0.068434559 13,0.079849427 14,-0.238785605 15,-0.858805582 16,-0.780322307 17,0.011407061 18,0.012425301 19,0.018929694 20,0.174835637 21,43.9515 22,44.092
1,12 2,02 3,13 4,43.92 5,43.95 6,43.495 7,43.55 8,0.149971002 9,0.849598163 10,1.046097253 11,43.7225 12,-0.330540833 13,-0.262332478 14,-0.250955341 15,-0.568537154 16,-1.186507712 17,0.068434559 18,0.045149871 19,0.07653975 20,0.089400783 21,43.8465 22,44.037
1,12 2,02 3,14 4,43.525 5,43.72 6,43.485 7,43.56 8,0.198961996 9,-0.080348944 10,0.540416235 11,43.6025 12,-0.274458231 13,-0.604091868 14,-0.536070716 15,-0.524724805 16,-0.841434988 17,-0.330540833 18,0.064511329 19,0.132696395 20,0.109829413 21,43.7725 22,43.974
1,12 2,02 3,15 4,43.545 5,44.59 6,43.425 7,43.74 8,0.366765994 9,-0.445816187 10,2.682786413 11,44.0075 12,0.928845823 13,0.651838298 14,0.319142873 15,0.387795837 16,0.399247134 17,-0.274458231 18,0.113694303 19,0.208026441 20,0.153093109 21,43.8075 22,43.951
1,12 2,02 3,16 4,43.75 5,43.75 6,43.065 7,43.22 8,0.274564994 9,1.226284128 10,1.590618832 11,43.4075 12,-1.363403965 13,-0.447222063 14,-0.720452856 15,-1.048612298 16,-0.980895352 17,0.928845823 18,0.084038701 19,0.306063719 20,0.232309061 21,43.7215 22,43.871
1,12 2,02 3,17 4,43.205 5,43.3 6,42.955 7,43.06 8,0.206792996 9,0.336739433 10,0.803166104 11,43.1275 12,-0.645049819 13,-1.999659149 14,-1.089387076 15,-1.360855395 16,-1.686898045 17,-1.363403965 18,0.08029677 19,0.449592408 20,0.330858731 21,43.5735 22,43.7625
1,12 2,02 3,18 4,43.07 5,43.08 6,42.565 7,42.735 8,0.233297995 9,0.783900784 10,1.209914249 11,42.8225 12,-0.707205379 13,-1.347693371 14,-2.692722831 15,-1.788888252 16,-2.058436732 17,-0.645049819 18,0.034152901 19,0.292589018 20,0.452125536 21,43.3935 22,43.62
1,12 2,02 3,19 4,42.75 5,42.83 6,42.395 7,42.54 8,0.200957998 9,0.493653032 10,1.026064394 11,42.6125 12,-0.490396404 13,-1.194133673 14,-1.831480735 15,-3.169914219 16,-2.270512012 17,-0.707205379 18,0.017235804 19,0.258956238 20,0.544961008 21,43.1955 22,43.484
1,12 2,02 3,20 4,42.535 5,42.78 6,42.515 7,42.655 8,0.079342001 9,-0.281326925 10,0.62330942 11,42.6475 12,0.082135524 13,-0.40866367 14,-1.112978958 15,-1.750849508 16,-3.090382321 17,-0.490396404 18,0.081177557 19,0.112509259 20,0.338736623 21,42.9235 22,43.3655
1,12 2,02 3,21 4,42.66 5,42.77 6,42.605 7,42.675 8,0.015173 9,-0.035149385 10,0.387278488 11,42.6875 12,0.093792133 13,0.176004693 14,-0.315254831 15,-1.020230711 16,-1.658699533 17,0.082135524 18,0.094361165 19,0.037527767 20,0.210196337 21,42.7795 22,43.2505
1,12 2,02 3,22 4,42.71 5,42.71 6,42.565 7,42.63 8,0.007821 9,0.187661271 10,0.340655468 11,42.6375 12,-0.117130307 13,-0.023448033 14,0.058668231 15,-0.43201588 16,-1.136166019 17,0.093792133 18,0.039342441 19,0.026457513 20,0.083321666 21,42.6815 22,43.1275
1,12 2,03 3,1 4,42.78 5,42.8 6,42.635 7,42.665 8,0.010858 9,0.269541779 10,0.387005981 11,42.7175 12,0.187628262 13,0.070278184 14,0.164136233 15,0.246406571 16,-0.245198202 17,-0.117130307 18,0.003694467 19,0.040414519 20,0.041773197 21,42.6605 22,43.027
1,12 2,03 3,2 4,42.68 5,42.69 6,42.59 7,42.69 8,0.007453 9,-0.02342469 10,0.234796901 11,42.64 12,-0.181424475 13,0.005863383 14,-0.111273792 15,-0.017586025 16,0.064535054 17,0.187628262 18,0.001868726 19,0.045483513 20,0.035160347 21,42.666 22,42.93075
1,12 2,03 3,3 4,42.7 5,42.72 6,42.605 7,42.7 8,0.009157 10,0.269921371 11,42.6625 12,0.052767355 13,-0.128752853 14,0.058633832 15,-0.058565154 16,0.03517205 17,-0.181424475 18,0.0017025 19,0.039869579 20,0.033800888 21,42.669 22,42.79625
